GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7L001,U7L002,U7L003,U7L004,U7L005,U7L006,U7L007,U7L008,U7L009,U7L010,U7L011,U7L012,U7L013,U7L014,U7L015,U7L016,U7L017
"G2500030922100","2020","MA","1400000US25003922100","25003922100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"922100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","1996395","28384","9221","Census Tract 9221","S","+42.6201974","-073.1242948","CT",,2629,2538,2330,43,3,9,0,9,144,91,36,6,0,0,0,14,35
"G2500030922200","2020","MA","1400000US25003922200","25003922200","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"922200",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","33205950","103536","9222","Census Tract 9222","S","+42.6356761","-073.1108525","CT",,3515,3424,3205,40,2,16,0,6,155,91,33,0,0,0,0,22,36
"G2500030922300","2020","MA","1400000US25003922300","25003922300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"922300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","24078868","51433","9223","Census Tract 9223","S","+42.6092397","-073.1362498","CT",,2022,1978,1818,20,2,16,0,2,120,44,10,1,5,0,0,7,21
"G2500030923100","2020","MA","1400000US25003923100","25003923100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"923100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","69442567","1833959","9231","Census Tract 9231","S","+42.5651072","-073.1491424","CT",,3258,3179,2995,22,2,31,5,0,124,79,16,3,0,0,0,21,39
"G2500030924100","2020","MA","1400000US25003924100","25003924100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"924100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","58901886","2431454","9241","Census Tract 9241","S","+42.3019692","-073.3230236","CT",,2018,1928,1846,21,0,14,0,13,34,90,18,5,4,0,0,16,47
"G2500030925101","2020","MA","1400000US25003925101","25003925101","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"925101",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","11073342","329653","9251.01","Census Tract 9251.01","S","+42.2519149","-073.3599160","CT",,1674,1558,1451,35,0,10,0,4,58,116,11,2,6,0,0,53,44
"G2500030925102","2020","MA","1400000US25003925102","25003925102","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"925102",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","105006946","2141286","9251.02","Census Tract 9251.02","S","+42.2216958","-073.3331753","CT",,5498,4971,4366,128,8,198,2,16,253,527,79,17,24,3,0,257,147
"G2500030926100","2020","MA","1400000US25003926100","25003926100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"926100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","122791552","2936438","9261","Census Tract 9261","S","+42.1036505","-073.3598875","CT",,3327,3157,2963,26,6,13,0,10,139,170,24,0,11,0,0,64,71
"G2500030931100","2020","MA","1400000US25003931100","25003931100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"931100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","32868742","267283","9311","Census Tract 9311","S","+42.7227205","-073.1058185","CT",,1657,1638,1567,6,0,11,0,0,54,19,9,0,0,0,0,0,10
"G2500030931300","2020","MA","1400000US25003931300","25003931300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"931300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","155956599","1065883","9313","Census Tract 9313","S","+42.6277273","-073.0153648","CT",,1339,1320,1227,18,0,3,0,4,68,19,0,0,0,1,0,3,15
"G2500030931400","2020","MA","1400000US25003931400","25003931400","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"931400",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","157783019","721854","9314","Census Tract 9314","S","+42.4773765","-073.0443842","CT",,1645,1616,1541,5,0,1,0,4,65,29,12,1,0,1,0,1,14
"G2500030932200","2020","MA","1400000US25003932200","25003932200","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"932200",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","217731215","6597913","9322","Census Tract 9322","S","+42.3249728","-073.1108227","CT",,2425,2347,2237,10,1,9,0,5,85,78,15,0,1,0,0,14,48
"G2500030932300","2020","MA","1400000US25003932300","25003932300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"932300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","53689955","2502365","9323","Census Tract 9323","S","+42.4358274","-073.1128124","CT",,1919,1890,1799,9,2,10,0,9,61,29,4,0,0,0,0,5,20
"G2500030933200","2020","MA","1400000US25003933200","25003933200","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"933200",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","116728277","3095301","9332","Census Tract 9332","S","+42.2125817","-073.2132361","CT",,1522,1478,1391,23,5,17,0,1,41,44,12,0,0,0,0,8,24
"G2500030933300","2020","MA","1400000US25003933300","25003933300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"933300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","121432671","2629683","9333","Census Tract 9333","S","+42.0983596","-073.2458658","CT",,1528,1497,1425,9,8,6,0,6,43,31,10,0,0,0,1,8,12
"G2500030933400","2020","MA","1400000US25003933400","25003933400","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"933400",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","226269706","9446437","9334","Census Tract 9334","S","+42.1510917","-073.1132071","CT",,2623,2575,2455,9,8,11,0,7,85,48,11,0,0,1,0,5,31
"G2500030934200","2020","MA","1400000US25003934200","25003934200","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"934200",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","47792810","595257","9342","Census Tract 9342","S","+42.3123539","-073.3880437","CT",,1343,1297,1221,9,1,12,0,5,49,46,18,0,2,1,0,14,11
"G2500030934300","2020","MA","1400000US25003934300","25003934300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"934300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","135781658","1114367","9343","Census Tract 9343","S","+42.1554346","-073.4492624","CT",,2018,1927,1827,9,0,21,0,21,49,91,18,0,2,0,0,28,43
"G2500030935100","2020","MA","1400000US25003935100","25003935100","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"935100",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","175734433","1054423","9351","Census Tract 9351","S","+42.5040963","-073.3159811","CT",,2414,2355,2203,19,1,34,0,12,86,59,11,0,2,0,0,8,38
"G2500030935200","2020","MA","1400000US25003935200","25003935200","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"935200",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","11400205","279402","9352","Census Tract 9352","S","+42.4487388","-073.2056309","CT",,4950,4689,4190,206,4,68,0,17,204,261,50,2,0,0,0,118,91
"G2500030935300","2020","MA","1400000US25003935300","25003935300","1","1","Massachusetts","25","Berkshire County","003",,,,,,,"935300",,,,,,,,,,,"38340","1","999","99999",,,,,,,,,,,,,,,,,,"00100","4621191","80716","9353","Census Tract 9353","S","+42.7053172","-073.1184867","CT",,3728,3548,3208,58,9,29,1,8,235,180,61,1,2,0,0,50,66
"G2500050600100","2020","MA","1400000US25005600100","25005600100","1","1","Massachusetts","25","Bristol County","005",,,,,,,"600100",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","7220878","55417","6001","Census Tract 6001","S","+42.0565564","-071.1034137","CT",,4030,3892,3495,142,0,68,0,54,133,138,26,6,5,0,0,26,75
"G2500050600202","2020","MA","1400000US25005600202","25005600202","1","1","Massachusetts","25","Bristol County","005",,,,,,,"600202",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","19993383","158819","6002.02","Census Tract 6002.02","S","+42.0205643","-071.0713808","CT",,4814,4601,3803,306,2,175,1,67,247,213,57,11,3,3,0,68,71
"G2500050600203","2020","MA","1400000US25005600203","25005600203","1","1","Massachusetts","25","Bristol County","005",,,,,,,"600203",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","19560055","499995","6002.03","Census Tract 6002.03","S","+42.0409008","-071.1364000","CT",,6386,6168,5318,323,12,238,0,33,244,218,43,13,4,3,0,54,101
"G2500050600204","2020","MA","1400000US25005600204","25005600204","1","1","Massachusetts","25","Bristol County","005",,,,,,,"600204",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","15773392","196273","6002.04","Census Tract 6002.04","S","+42.0090839","-071.1350836","CT",,4095,3939,3263,294,6,174,0,28,174,156,41,10,0,0,0,37,68
"G2500050610100","2020","MA","1400000US25005610100","25005610100","1","1","Massachusetts","25","Bristol County","005",,,,,,,"610100",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","3812576","67704","6101","Census Tract 6101","S","+42.0349670","-071.2225718","CT",,5359,5159,4423,192,1,279,2,25,237,200,42,11,2,0,0,42,103
"G2500050610202","2020","MA","1400000US25005610202","25005610202","1","1","Massachusetts","25","Bristol County","005",,,,,,,"610202",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","23953544","391792","6102.02","Census Tract 6102.02","S","+42.0043385","-071.2487197","CT",,5660,5511,4817,162,8,303,0,28,193,149,43,1,2,0,0,32,71
"G2500050610203","2020","MA","1400000US25005610203","25005610203","1","1","Massachusetts","25","Bristol County","005",,,,,,,"610203",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","14224556","240712","6102.03","Census Tract 6102.03","S","+42.0141287","-071.1922446","CT",,6818,6610,5989,112,7,291,0,19,192,208,34,3,0,1,2,59,109
"G2500050610204","2020","MA","1400000US25005610204","25005610204","1","1","Massachusetts","25","Bristol County","005",,,,,,,"610204",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","10078442","122133","6102.04","Census Tract 6102.04","S","+42.0418655","-071.1857677","CT",,6023,5736,4544,482,0,442,1,37,230,287,56,28,0,0,0,59,144
"G2500050611101","2020","MA","1400000US25005611101","25005611101","1","1","Massachusetts","25","Bristol County","005",,,,,,,"611101",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","21312485","757226","6111.01","Census Tract 6111.01","S","+41.9873849","-071.1471841","CT",,5112,4925,4441,133,4,98,0,27,222,187,40,3,0,0,0,45,99
"G2500050611102","2020","MA","1400000US25005611102","25005611102","1","1","Massachusetts","25","Bristol County","005",,,,,,,"611102",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","17397670","620665","6111.02","Census Tract 6111.02","S","+41.9560057","-071.1786674","CT",,4977,4777,4236,159,1,210,0,26,145,200,79,17,2,0,1,53,48
"G2500050611201","2020","MA","1400000US25005611201","25005611201","1","1","Massachusetts","25","Bristol County","005",,,,,,,"611201",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","16850435","425428","6112.01","Census Tract 6112.01","S","+41.9327400","-071.2037397","CT",,2989,2921,2669,66,2,53,0,23,108,68,13,3,0,0,0,17,35
"G2500050611202","2020","MA","1400000US25005611202","25005611202","1","1","Massachusetts","25","Bristol County","005",,,,,,,"611202",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","16527467","2030071","6112.02","Census Tract 6112.02","S","+41.9776172","-071.2223917","CT",,6124,5983,5503,103,8,108,0,39,222,141,37,2,2,0,2,44,54
"G2500050612100","2020","MA","1400000US25005612100","25005612100","1","1","Massachusetts","25","Bristol County","005",,,,,,,"612100",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","19222468","44276","6121","Census Tract 6121","S","+41.9516559","-071.0565147","CT",,4716,4626,4092,166,0,133,0,32,203,90,23,1,0,0,1,12,53
"G2500050612201","2020","MA","1400000US25005612201","25005612201","1","1","Massachusetts","25","Bristol County","005",,,,,,,"612201",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","8969435","313388","6122.01","Census Tract 6122.01","S","+41.9404657","-071.0421156","CT",,3886,3738,3178,226,1,92,2,29,210,148,39,6,3,0,2,27,71
"G2500050612202","2020","MA","1400000US25005612202","25005612202","1","1","Massachusetts","25","Bristol County","005",,,,,,,"612202",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","24843935","412786","6122.02","Census Tract 6122.02","S","+41.9114347","-071.0246769","CT",,6540,6330,5464,302,6,192,1,50,315,210,30,20,0,0,0,40,120
"G2500050613100","2020","MA","1400000US25005613100","25005613100","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613100",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","25683519","1847600","6131","Census Tract 6131","S","+41.9533015","-071.1231530","CT",,6712,6443,5496,331,10,105,3,79,419,269,86,26,9,0,0,68,80
"G2500050613300","2020","MA","1400000US25005613300","25005613300","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613300",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","21965658","425782","6133","Census Tract 6133","S","+41.9146686","-071.1606183","CT",,7555,7206,6430,271,5,78,0,100,322,349,79,15,2,1,0,70,182
"G2500050613400","2020","MA","1400000US25005613400","25005613400","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613400",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","15523835","386403","6134","Census Tract 6134","S","+41.8878646","-071.1455815","CT",,3873,3609,3065,208,14,26,4,64,228,264,64,13,0,0,0,95,92
"G2500050613600","2020","MA","1400000US25005613600","25005613600","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613600",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","1960930","25727","6136","Census Tract 6136","S","+41.9106665","-071.0956318","CT",,4178,3739,2682,464,13,29,1,158,392,439,87,37,4,1,0,139,171
"G2500050613700","2020","MA","1400000US25005613700","25005613700","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613700",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","3503942","15606","6137","Census Tract 6137","S","+41.9085896","-071.0812345","CT",,4566,4199,3249,351,5,53,3,114,424,367,59,51,10,0,0,116,131
"G2500050613800","2020","MA","1400000US25005613800","25005613800","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613800",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","1712858","5655","6138","Census Tract 6138","S","+41.9023771","-071.0958741","CT",,4893,4255,2833,667,15,53,2,157,528,638,128,43,14,0,3,281,169
"G2500050613901","2020","MA","1400000US25005613901","25005613901","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613901",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","1244688","24970","6139.01","Census Tract 6139.01","S","+41.8975952","-071.1111528","CT",,2925,2583,1893,335,8,33,0,118,196,342,63,24,3,1,1,130,120
"G2500050613902","2020","MA","1400000US25005613902","25005613902","1","1","Massachusetts","25","Bristol County","005",,,,,,,"613902",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","8045314","245850","6139.02","Census Tract 6139.02","S","+41.8727942","-071.1136635","CT",,5763,5261,4210,480,2,57,0,151,361,502,112,39,7,2,0,160,182
"G2500050614000","2020","MA","1400000US25005614000","25005614000","1","1","Massachusetts","25","Bristol County","005",,,,,,,"614000",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","1939163","35462","6140","Census Tract 6140","S","+41.8930097","-071.0937386","CT",,4612,3951,2544,584,18,79,2,170,554,661,115,63,11,1,5,280,186
"G2500050614101","2020","MA","1400000US25005614101","25005614101","1","1","Massachusetts","25","Bristol County","005",,,,,,,"614101",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","10968447","462755","6141.01","Census Tract 6141.01","S","+41.8859557","-071.0683050","CT",,7093,6545,5050,701,0,152,0,146,496,548,144,39,4,2,0,164,195
"G2500050614102","2020","MA","1400000US25005614102","25005614102","1","1","Massachusetts","25","Bristol County","005",,,,,,,"614102",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","28424893","943019","6141.02","Census Tract 6141.02","S","+41.8624856","-071.0116902","CT",,7238,6900,5876,415,4,65,4,100,436,338,111,22,2,1,2,84,116
"G2500050615100","2020","MA","1400000US25005615100","25005615100","1","1","Massachusetts","25","Bristol County","005",,,,,,,"615100",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","57059731","1496405","6151","Census Tract 6151","S","+41.8292730","-071.1520870","CT",,8101,7879,7252,115,7,60,0,74,371,222,53,9,4,0,0,57,99
"G2500050616100","2020","MA","1400000US25005616100","25005616100","1","1","Massachusetts","25","Bristol County","005",,,,,,,"616100",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01002","42767440","2360496","6161","Census Tract 6161","S","+41.8380611","-071.0776152","CT",,6764,6620,6162,64,4,57,0,47,286,144,40,1,1,0,1,26,75
"G2500050617101","2020","MA","1400000US25005617101","25005617101","1","1","Massachusetts","25","Bristol County","005",,,,,,,"617101",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01003","53945551","2934538","6171.01","Census Tract 6171.01","S","+41.7803958","-071.0493900","CT",,4910,4794,4506,33,3,44,0,18,190,116,37,2,0,0,1,18,58
"G2500050617102","2020","MA","1400000US25005617102","25005617102","1","1","Massachusetts","25","Bristol County","005",,,,,,,"617102",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01003","35318266","2057134","6171.02","Census Tract 6171.02","S","+41.7509280","-070.9645589","CT",,4296,4222,3934,46,3,18,0,30,191,74,11,2,0,0,1,14,46
"G2500050630101","2020","MA","1400000US25005630101","25005630101","1","1","Massachusetts","25","Bristol County","005",,,,,,,"630101",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01001","989288","93431","6301.01","Census Tract 6301.01","S","+41.9898092","-071.3337865","CT",,3256,3084,2491,243,7,175,0,28,140,172,33,0,0,0,0,72,67
"G2500050630102","2020","MA","1400000US25005630102","25005630102","1","1","Massachusetts","25","Bristol County","005",,,,,,,"630102",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01001","2165411","173019","6301.02","Census Tract 6301.02","S","+41.9777874","-071.3215358","CT",,4666,4381,3812,166,7,206,0,27,163,285,40,14,3,2,0,102,124
"G2500050630201","2020","MA","1400000US25005630201","25005630201","1","1","Massachusetts","25","Bristol County","005",,,,,,,"630201",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01001","6044795","375972","6302.01","Census Tract 6302.01","S","+41.9958417","-071.2876043","CT",,3048,2988,2780,41,6,64,1,8,88,60,11,1,0,2,0,9,37
"G2500050630202","2020","MA","1400000US25005630202","25005630202","1","1","Massachusetts","25","Bristol County","005",,,,,,,"630202",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01001","9279614","43026","6302.02","Census Tract 6302.02","S","+41.9880079","-071.3072505","CT",,5336,5136,4510,79,7,318,0,19,203,200,63,1,2,4,3,48,79
"G2500050630301","2020","MA","1400000US25005630301","25005630301","1","1","Massachusetts","25","Bristol County","005",,,,,,,"630301",,,,,,,,,,,"39300","1","148","99999",,,,,,,,,,,,,,,,,,"01001","18453139","328688","6303.01","Census Tract 6303.01","S","+41.9568171","-071.3632515","CT",,6292,6086,5292,118,0,416,0,46,214,206,45,7,2,6,0,30,116
